datetime,F,GM,cash,commission,total,returns,equity_curve,drawdown
2014-01-03 10:15:00,5014.677103718199,-5031.6696224981,99965.10561938096,20.263746479698735,99948.11310060107,-0.0005546270095608818,0.999481131006011,0.0005546468529278314
2014-01-03 10:20:00,5022.79843444227,-5043.070686597416,99965.10561938096,20.263746479698735,99944.83336722582,-3.2814360106603324e-05,0.9994483336722584,0.0005874441866804414
2014-01-03 10:25:00,5026.092628832354,-5026.602482898404,99965.10561938096,20.263746479698735,99964.59576531491,0.00019773306356407616,0.9996459576531495,0.0003898202057893707
2014-01-03 10:30:00,5027.756033920417,-5049.404611097036,99965.10561938096,20.263746479698735,99943.45704220435,-0.00021146209764288937,0.9994345704220439,0.0006012074368949571
2014-01-03 10:35:00,5017.286366601435,-5043.070686597416,99965.10561938096,20.263746479698735,99939.32129938497,-4.138082613680538e-05,0.9993932129938501,0.000642564865088735
2014-01-03 10:40:00,5022.83105022831,-5063.339244996199,99965.10561938096,20.263746479698735,99924.59742461308,-0.00014732814452267373,0.9992459742461312,0.0007898036128076713
2014-01-03 10:45:00,5032.615786040443,-5047.50443374715,99965.10561938096,20.263746479698735,99950.21697167426,0.00025638879436584716,0.999502169716743,0.0005336081421958294
2014-01-03 10:50:00,5026.418786692759,-5035.469977197872,99965.10561938096,20.263746479698735,99956.05442887584,5.840364711984236e-05,0.9995605442887586,0.0004752335701802002
2014-01-03 10:55:00,5032.583170254403,-5050.671395996959,99965.10561938096,20.263746479698735,99947.01739363841,-9.04100836018884e-05,0.9994701739363844,0.0005656039225544474
2014-01-03 11:00:00,5032.615786040443,-5047.50443374715,99965.10561938096,20.263746479698735,99950.21697167426,3.201274154340794e-05,0.999502169716743,0.0005336081421958294
2014-01-03 11:05:00,5030.984996738422,-5060.805675196352,99965.10561938096,20.263746479698735,99935.28494092304,-0.00014939468070840345,0.9993528494092309,0.0006829284497079646
2014-01-03 11:10:00,5035.909980430528,-5054.459082847733,99965.10561938096,20.263746479698735,99946.55651696376,0.00011278875171449876,0.999465565169638,0.0005702126893007975
2014-01-03 11:15:00,5030.984996738422,-5043.070686597416,99965.10561938096,20.263746479698735,99953.01992952196,6.466868678067783e-05,0.99953019929522,0.0005055785637188004
2014-01-03 11:20:00,5042.400521852576,-5041.803901697492,99965.10561938096,20.263746479698735,99965.70223953604,0.00012688270972716076,0.9996570223953607,0.0003787554635781287
2014-01-03 11:25:00,5042.400521852576,-5038.6369394476815,99965.10561938096,20.263746479698735,99968.86920178586,3.1680488196128564e-05,0.9996886920178588,0.00034708584108000817
2014-01-03 11:30:00,5040.769732550554,-5033.430453508994,99965.10561938096,20.263746479698735,99972.44489842253,3.5768101262156904e-05,0.9997244489842255,0.0003113288747133014
2014-01-03 11:35:00,5046.4774951076315,-5031.6696224981,99965.10561938096,20.263746479698735,99979.91349199049,7.470652113727994e-05,0.999799134919905,0.0002366429390338043
2014-01-03 11:40:00,5049.739073711676,-5034.190524448948,99965.10561938096,20.263746479698735,99980.6541686437,7.408254591778629e-06,0.9998065416864371,0.00022923617250170114
2014-01-03 11:45:00,5050.554468362687,-5019.00177349886,99965.10561938096,20.263746479698735,99996.65831424479,0.00016007242335192018,0.999966583142448,6.919471649080577e-05
2014-01-03 11:50:00,5044.16177429876,-5017.861667088928,99965.10561938096,20.263746479698735,99991.40572659079,-5.252763184837583e-05,0.999914057265908,0.00012172059303083849
2014-01-03 11:55:00,5042.596216568819,-5013.301241449202,99965.10561938096,20.263746479698735,99994.40059450059,2.995125319049663e-05,0.9999440059450059,9.177191393294759e-05
2014-01-03 12:00:00,5044.031311154598,-5006.3339244996205,99965.10561938096,20.263746479698735,100002.80300603595,8.40288204679851e-05,1.0000280300603595,7.74779857937169e-06
2014-01-03 12:05:00,5045.6621004566205,-5018.621738028883,99965.10561938096,20.263746479698735,99992.1459818087,-0.00010656725518587429,0.999921459818087,0.00011431804085182407
2014-01-03 12:10:00,5050.554468362687,-5011.4010640993165,99965.10561938096,20.263746479698735,100004.25902364434,0.00012113993270879142,1.0000425902364434,0.0
2014-01-03 12:15:00,5052.152641878669,-5017.101596148974,99965.10561938096,20.263746479698735,100000.15666511066,-4.1021838206978245e-05,1.0000015666511066,4.102358533675243e-05
2014-01-03 12:20:00,5060.33920417482,-5020.268558398784,99965.10561938096,20.263746479698735,100005.176265157,5.019592182398114e-05,1.0000517626515701,0.0
2014-01-03 12:25:00,5066.2100456621,-5022.168735748671,99965.10561938096,20.263746479698735,100009.1469292944,3.9704586159317046e-05,1.0000914692929441,0.0
2014-01-03 12:30:00,5066.862361382909,-5022.802128198632,99965.10561938096,20.263746479698735,100009.16585256525,1.8921540112515345e-07,1.0000916585256527,0.0
2014-01-03 12:35:00,5079.256360078278,-5033.582467696985,99965.10561938096,20.263746479698735,100010.77951176226,1.6135113049431382e-05,1.000107795117623,0.0
2014-01-03 12:40:00,5073.385518590998,-5024.195591588548,99965.10561938096,20.263746479698735,100014.29554638341,3.515655650643268e-05,1.0001429554638346,0.0
2014-01-03 12:45:00,5081.539465101108,-5026.602482898404,99965.10561938096,20.263746479698735,100020.04260158366,5.746233744741147e-05,1.000200426015837,0.0
2014-01-03 12:50:00,5089.69341161122,-5032.936407398023,99965.10561938096,20.263746479698735,100021.86262359416,1.819657303836486e-05,1.000218626235942,0.0
2014-01-03 12:55:00,5092.954990215264,-5029.136052698253,99965.10561938096,20.263746479698735,100028.92455689798,7.060389717383764e-05,1.0002892455689802,0.0
2014-01-03 13:00:00,5094.585779517286,-5027.235875348366,99965.10561938096,20.263746479698735,100032.45552354988,3.529945630775799e-05,1.0003245552354993,0.0
2014-01-03 13:05:00,5094.585779517286,-5031.6696224981,99965.10561938096,20.263746479698735,100028.02177640016,-4.4323086207609386e-05,1.000280217764002,4.433747149734657e-05
2014-01-03 13:10:00,5081.539465101108,-5031.656954649101,99965.10561938096,20.263746479698735,100014.98812983296,-0.0001302999533104865,1.00014988129833,0.00017467393716930069
2014-01-03 13:15:00,5078.277886497064,-5026.602482898404,99965.10561938096,20.263746479698735,100016.78102297962,1.7926244657795465e-05,1.0001678102297966,0.00015674500570272976
2014-01-03 13:20:00,5081.539465101108,-5030.402837598176,99965.10561938096,20.263746479698735,100016.24224688389,-5.3868569874770955e-06,1.0001624224688395,0.00016213276665988374
2014-01-03 13:25:00,5075.01630789302,-5032.936407398023,99965.10561938096,20.263746479698735,100007.18551987596,-9.055256230861009e-05,1.0000718551987602,0.00025270003673916186
2014-01-03 13:30:00,5065.2315720808865,-5024.702305548518,99965.10561938096,20.263746479698735,100005.63488591333,-1.5505225495204833e-05,1.0000563488591339,0.0002682063763654874
2014-01-03 13:35:00,5063.600782778864,-5029.136052698253,99965.10561938096,20.263746479698735,99999.57034946159,-6.064194741284279e-05,0.9999957034946164,0.00032885174088292946
2014-01-03 13:40:00,5060.2087410306585,-5021.535343298708,99965.10561938096,20.263746479698735,100003.77901711292,4.208685733964046e-05,1.0000377901711297,0.0002867650643696429
2014-01-03 13:45:00,5063.600782778864,-5013.17456295921,99965.10561938096,20.263746479698735,100015.53183920063,0.00011752377963336613,1.0001553183920069,0.0001692368434924596
2014-01-03 13:50:00,5052.21787345075,-5017.734988598936,99965.10561938096,20.263746479698735,99999.58850423277,-0.00015940859059260237,0.9999958850423283,0.0003286701931710656
2014-01-03 13:55:00,5061.969993476842,-5029.136052698253,99965.10561938096,20.263746479698735,99997.93956015956,-1.648950858579301e-05,0.9999793956015961,0.000345159633903247
2014-01-03 14:00:00,0.0,0.0,99991.1470149036,27.05629173565126,99991.1470149036,-6.792685215151195e-05,0.9999114701490365,0.0004130850864628721
2014-01-03 14:05:00,0.0,0.0,99991.1470149036,27.05629173565126,99991.1470149036,0.0,0.9999114701490365,0.0004130850864628721
2014-01-03 14:10:00,0.0,0.0,99991.1470149036,27.05629173565126,99991.1470149036,0.0,0.9999114701490365,0.0004130850864628721
2014-01-03 14:15:00,0.0,0.0,99991.1470149036,27.05629173565126,99991.1470149036,0.0,0.9999114701490365,0.0004130850864628721
2014-01-03 14:20:00,0.0,0.0,99991.1470149036,27.05629173565126,99991.1470149036,0.0,0.9999114701490365,0.0004130850864628721
2014-01-03 14:25:00,0.0,0.0,99991.1470149036,27.05629173565126,99991.1470149036,0.0,0.9999114701490365,0.0004130850864628721
2014-01-03 14:30:00,0.0,0.0,99991.1470149036,27.05629173565126,99991.1470149036,0.0,0.9999114701490365,0.0004130850864628721
2014-01-03 14:35:00,0.0,0.0,99991.1470149036,27.05629173565126,99991.1470149036,0.0,0.9999114701490365,0.0004130850864628721
2014-01-03 14:40:00,0.0,0.0,99991.1470149036,27.05629173565126,99991.1470149036,0.0,0.9999114701490365,0.0004130850864628721
2014-01-03 14:45:00,0.0,0.0,99991.1470149036,27.05629173565126,99991.1470149036,0.0,0.9999114701490365,0.0004130850864628721
2014-01-03 14:50:00,0.0,0.0,99991.1470149036,27.05629173565126,99991.1470149036,0.0,0.9999114701490365,0.0004130850864628721
2014-01-03 14:55:00,0.0,0.0,99991.1470149036,27.05629173565126,99991.1470149036,0.0,0.9999114701490365,0.0004130850864628721
2014-01-03 15:00:00,0.0,0.0,99991.1470149036,27.05629173565126,99991.1470149036,0.0,0.9999114701490365,0.0004130850864628721
2014-01-03 15:05:00,0.0,0.0,99991.1470149036,27.05629173565126,99991.1470149036,0.0,0.9999114701490365,0.0004130850864628721
2014-01-03 15:10:00,0.0,0.0,99991.1470149036,27.05629173565126,99991.1470149036,0.0,0.9999114701490365,0.0004130850864628721
2014-01-03 15:15:00,0.0,0.0,99991.1470149036,27.05629173565126,99991.1470149036,0.0,0.9999114701490365,0.0004130850864628721
2014-01-03 15:20:00,0.0,0.0,99991.1470149036,27.05629173565126,99991.1470149036,0.0,0.9999114701490365,0.0004130850864628721
2014-01-03 15:25:00,0.0,0.0,99991.1470149036,27.05629173565126,99991.1470149036,0.0,0.9999114701490365,0.0004130850864628721
2014-01-03 15:30:00,0.0,0.0,99991.1470149036,27.05629173565126,99991.1470149036,0.0,0.9999114701490365,0.0004130850864628721
2014-01-03 15:35:00,0.0,0.0,99991.1470149036,27.05629173565126,99991.1470149036,0.0,0.9999114701490365,0.0004130850864628721
2014-01-03 15:40:00,0.0,0.0,99991.1470149036,27.05629173565126,99991.1470149036,0.0,0.9999114701490365,0.0004130850864628721
2014-01-03 15:45:00,0.0,0.0,99991.1470149036,27.05629173565126,99991.1470149036,0.0,0.9999114701490365,0.0004130850864628721
2014-01-03 15:50:00,0.0,0.0,99991.1470149036,27.05629173565126,99991.1470149036,0.0,0.9999114701490365,0.0004130850864628721
2014-01-03 15:55:00,0.0,0.0,99991.1470149036,27.05629173565126,99991.1470149036,0.0,0.9999114701490365,0.0004130850864628721
2014-01-06 09:30:00,0.0,0.0,99991.1470149036,27.05629173565126,99991.1470149036,0.0,0.9999114701490365,0.0004130850864628721
2014-01-06 09:35:00,4993.638676844783,-5011.354045255415,99984.49205485101,33.71125178824972,99966.77668644038,-0.0002437248615578813,0.9996677668644043,0.0006567883710950628
2014-01-06 09:40:00,4958.651399491094,-5003.818174510671,99984.49205485101,33.71125178824972,99939.32527983144,-0.00027460529906897513,0.9993932527983149,0.0009313024371844225
2014-01-06 09:45:00,4969.7837150127225,-5005.074152968128,99984.49205485101,33.71125178824972,99949.2016168956,9.882333142141597e-05,0.9994920161689566,0.0008325390665427923
2014-01-06 09:50:00,4987.245547073791,-5019.5179052288895,99984.49205485101,33.71125178824972,99952.21969669592,3.0196137152493918e-05,0.9995221969669597,0.0008023582685396935
2014-01-06 09:55:00,4993.638676844783,-5017.621377758129,99984.49205485101,33.71125178824972,99960.50935393767,8.293619958532616e-05,0.9996050935393773,0.0007194616961220257
2014-01-06 10:00:00,4972.96437659033,-4984.35050842008,99984.49205485101,33.71125178824972,99973.10592302127,0.0001260154551534498,0.9997310592302134,0.0005934960052859095
2014-01-06 10:05:00,4977.735368956743,-4983.72251919135,99984.49205485101,33.71125178824972,99978.5049046164,5.4004339920199484e-05,0.9997850490461648,0.0005395061893345154
2014-01-06 10:10:00,4980.916030534351,-5002.562196053213,99984.49205485101,33.71125178824972,99962.84588933215,-0.00015662381928194247,0.9996284588933222,0.0006960963421771549
2014-01-06 10:15:00,4987.2773536895675,-5022.029862143804,99984.49205485101,33.71125178824972,99949.73954639678,-0.00013111214290439932,0.9994973954639684,0.0008271597715309165
2014-01-06 10:20:00,4995.229007633588,-5012.610023712873,99984.49205485101,33.71125178824972,99967.11103877173,0.0001738022775625847,0.9996711103877179,0.0006534448477814037
2014-01-06 10:25:00,4990.458015267175,-5015.109420843214,99984.49205485101,33.71125178824972,99959.84064927496,-7.272781439038312e-05,0.9995984064927502,0.000726148742749122
2014-01-06 10:30:00,4984.096692111959,-5032.705679032193,99984.49205485101,33.71125178824972,99935.88306793077,-0.0002396720641867356,0.9993588306793083,0.0009657245561910388
2014-01-06 10:35:00,4984.128498727735,-5031.449700574736,99984.49205485101,33.71125178824972,99937.170853004,1.2886112912502412e-05,0.9993717085300405,0.0009528467054588097
2014-01-06 10:40:00,4972.96437659033,-5015.121980627788,99984.49205485101,33.71125178824972,99942.33445081356,5.166844093618117e-05,0.999423344508136,0.0009012107273633774
2014-01-06 10:45:00,0.0,0.0,99935.67949076096,40.36621184084818,99935.67949076096,-6.658799886127831e-05,0.99935679490761,0.0009677603278893665
2014-01-06 10:50:00,0.0,0.0,99935.67949076096,40.36621184084818,99935.67949076096,0.0,0.99935679490761,0.0009677603278893665
2014-01-06 10:55:00,0.0,0.0,99935.67949076096,40.36621184084818,99935.67949076096,0.0,0.99935679490761,0.0009677603278893665
2014-01-06 11:00:00,0.0,0.0,99935.67949076096,40.36621184084818,99935.67949076096,0.0,0.99935679490761,0.0009677603278893665
2014-01-06 11:05:00,0.0,0.0,99935.67949076096,40.36621184084818,99935.67949076096,0.0,0.99935679490761,0.0009677603278893665
2014-01-06 11:10:00,0.0,0.0,99935.67949076096,40.36621184084818,99935.67949076096,0.0,0.99935679490761,0.0009677603278893665
2014-01-06 11:15:00,0.0,0.0,99935.67949076096,40.36621184084818,99935.67949076096,0.0,0.99935679490761,0.0009677603278893665
2014-01-06 11:20:00,0.0,0.0,99935.67949076096,40.36621184084818,99935.67949076096,0.0,0.99935679490761,0.0009677603278893665
2014-01-06 11:25:00,0.0,0.0,99935.67949076096,40.36621184084818,99935.67949076096,0.0,0.99935679490761,0.0009677603278893665
2014-01-06 11:30:00,0.0,0.0,99935.67949076096,40.36621184084818,99935.67949076096,0.0,0.99935679490761,0.0009677603278893665
2014-01-06 11:35:00,-5005.469755469756,4988.775255674731,99928.98244521383,47.06325738798103,99912.2879454188,-0.00023406600586861614,0.9991228794541883,0.001201675781311029
2014-01-06 11:40:00,-5001.608751608752,4993.764030930406,99928.98244521383,47.06325738798103,99921.13772453548,8.857548254237457e-05,0.9992113772453551,0.0011131779901442096
2014-01-06 11:45:00,-5004.826254826255,4990.33424794213,99928.98244521383,47.06325738798103,99914.4904383297,-6.652532544326739e-05,0.9991449043832973,0.0011796508522020632
2014-01-06 11:50:00,-5017.696267696268,5003.741581441755,99928.98244521383,47.06325738798103,99915.02775895932,5.377804833450739e-06,0.9991502775895934,0.0011742776459059412
2014-01-06 11:55:00,-5021.106821106821,5008.73035669743,99928.98244521383,47.06325738798103,99916.60598080444,1.5795640360805052e-05,0.9991660598080446,0.00115849542745472
2014-01-06 12:00:00,-5011.261261261261,5000.311798453479,99928.98244521383,47.06325738798103,99918.03298240605,1.4281926288495228e-05,0.9991803298240608,0.0011442254114385486
2014-01-06 12:05:00,-5013.8352638352635,5006.235969069593,99928.98244521383,47.06325738798103,99921.38315044815,3.352916327625799e-05,0.9992138315044818,0.0011107237310175044
2014-01-06 12:10:00,-5019.305019305019,5012.459466201048,99928.98244521383,47.06325738798103,99922.13689210986,7.543346958849284e-06,0.9992213689210989,0.0011031863144004284
2014-01-06 12:15:00,-5022.490347490348,5009.977550511349,99928.98244521383,47.06325738798103,99916.46964823482,-5.6716600057904465e-05,0.9991646964823485,0.001159858753150833
2014-01-06 12:20:00,-5031.370656370656,5012.471938139186,99928.98244521383,47.06325738798103,99910.08372698237,-6.391259894322765e-05,0.999100837269824,0.0012237179656753305
2014-01-06 12:25:00,-5028.95752895753,5002.494387627837,99928.98244521383,47.06325738798103,99902.51930388414,-7.57123086684297e-05,0.9990251930388417,0.0012993621966576052
2014-01-06 12:30:00,-5024.131274131274,4998.75280618608,99928.98244521383,47.06325738798103,99903.60397726863,1.0857317633838903e-05,0.9990360397726867,0.0012885154628126116
2014-01-06 12:35:00,-5025.740025740025,5000.0,99928.98244521383,47.06325738798103,99903.2424194738,-3.619066584636954e-06,0.9990324241947384,0.0012921310407609798
2014-01-06 12:40:00,-5023.745173745174,5009.977550511349,99928.98244521383,47.06325738798103,99915.21482198,0.00011983997932651924,0.9991521482198004,0.001172407015698984
2014-01-06 12:45:00,-5020.913770913771,5004.988775255674,99928.98244521383,47.06325738798103,99913.05744955572,-2.15920310847606e-05,0.9991305744955576,0.0011939807399417024
2014-01-06 12:50:00,-5028.95752895753,5009.977550511349,99928.98244521383,47.06325738798103,99910.00246676765,-3.0576411793048486e-05,0.9991000246676769,0.0012245305678224572
2014-01-06 12:55:00,-5022.522522522522,4999.750561237216,99928.98244521383,47.06325738798103,99906.21048392853,-3.795398604233835e-05,0.9990621048392857,0.0012624503962136435
